id,ts_entry,city,market_id,question,date_str,days_ahead,unit,mb_max_model,mb_consensus,mb_n_models,mb_models_json,market_threshold,overshoot,market_type,no_ask_entry,no_bid_entry,yes_bid_entry,token_yes_id,token_no_id,roe_per_day,risk_distance,score,sim_stake,sim_tokens,stop_price,no_price_last,no_price_max,no_price_min,ticks_tracked,last_update,outcome,close_reason,ts_close,no_price_close,sim_pnl,sim_pnl_pct,is_sandbox
50,2026-03-14T06:44:28.559458,Ankara,0xeb90ed7f2bf427be080710d66b2a04ca4d34a0de976f1582a2fa965a90253f30,Will the highest temperature in Ankara be 16°C or higher on March 16?,2026-03-16,2,C,14.5,12.23,10,"{""AIFS"": 10.76, ""GEM15"": 13.83, ""GFS"": 12.56, ""ICON"": 14.5, ""IFS"": 11.66, ""IFS-HR"": 11.36, ""ARPEGE"": 11.43, ""NEMS"": 13.18, ""NEMS2"": 11.29, ""UKMO"": 11.78}",16.0,1.5,above_equal,0.94,0.852,0.06,15637021449191956883411863790951452598534139777831493167241041322050312834791,83580830317435720564559217680302708829614891053642942997197670688093453617674,3.19,1.5,2.34,5.0,5.3191,0.752,0.999,0.999,0.852,27,2026-03-16T19:13:42.145821,WIN,EXPIRED_WIN,2026-03-17T02:14:21.759094,1.0,0.3191,6.38,0
47,2026-03-14T01:58:41.545177,Sao Paulo,0x4220e10b0e2ccd281878b0e40aea18ebbd837929fabec4662c6ca52363158748,Will the highest temperature in Sao Paulo be 34°C or higher on March 16?,2026-03-16,2,C,21.93,19.76,10,"{""AIFS"": 19.54, ""GEM15"": 17.95, ""GFS"": 20.78, ""ICON"": 20.66, ""IFS"": 19.67, ""IFS-HR"": 19.55, ""ARPEGE"": 17.51, ""NEMS"": 20.23, ""NEMS2"": 19.78, ""UKMO"": 21.93}",34.0,12.07,above_equal,0.98,0.72,0.02,88320723772479956220424233522120699488279376547837896462820018750294211748462,4562263710655616757377516757974545896973118816576597592849313869900272583257,1.02,12.07,140.803,5.0,5.102,0.784,0.997,0.997,0.93,29,2026-03-16T19:13:43.146101,WIN,EXPIRED_WIN,2026-03-17T02:14:21.684332,1.0,0.102,2.04,1
46,2026-03-14T01:57:28.948868,Toronto,0xd6320afc2d85d6a76ff1fa2551a3011a9024fcbcf7769fa5aabeb5c93a2817d6,Will the highest temperature in Toronto be 15°C or higher on March 16?,2026-03-16,2,C,10.14,6.42,12,"{""AIFS"": 9.0, ""GEM15"": 6.61, ""GFS"": 5.6, ""ICON"": 4.87, ""IFS"": 9.13, ""IFS-HR"": 8.75, ""ARPEGE"": 1.04, ""NAM12"": 3.68, ""NBM"": 7.68, ""NEMS"": 4.01, ""NEMS2"": 6.59, ""UKMO"": 10.14}",15.0,4.86,above_equal,0.879,0.825,0.121,63786317962373743524936187635646003861082424275662223087812075515468479813073,27707789347905171173636591833079970431915462805007371311754131636057672903209,6.88,4.86,43.73,5.0,5.6883,0.7032,0.999,0.999,0.8,29,2026-03-16T19:13:44.182330,WIN,EXPIRED_WIN,2026-03-17T02:14:21.104541,1.0,0.6883,13.77,1
54,2026-03-14T14:14:42.865064,Miami,0xc3a89382a4be3db5db33470dbee024e6e951030c0afba7f57a9d1f662e9fcd6f,Will the highest temperature in Miami be 96°F or higher on March 16?,2026-03-16,2,F,89.95,82.44,13,"{""NAM3"": 75.29, ""AIFS"": 84.15, ""GEM15"": 81.66, ""GFS"": 89.95, ""ICON"": 83.84, ""IFS"": 84.67, ""IFS-HR"": 80.69, ""ARPEGE"": 81.81, ""NAM12"": 79.81, ""NBM"": 82.46, ""NEMS"": 79.02, ""NEMS2"": 82.92, ""UKMO"": 85.39}",96.0,6.05,above_equal,0.995,0.993,0.005,95574420172960557168812985485220035196721290252105707641546441301349247378121,98754525308102212299830763590781283230112625155810399713080919674437829842092,0.25,6.05,13.115,5.0,5.0251,0.796,0.991,0.999,0.991,24,2026-03-16T19:13:39.149819,WIN,EXPIRED_WIN,2026-03-17T02:14:18.162788,1.0,0.0251,0.5,0
56,2026-03-14T14:18:34.989499,Tokyo,0x596cad8a641ba8f10d26132f04e0a390806dc394c8bd6381a15faf4c9c88d60b,Will the highest temperature in Tokyo be 17°C on March 16?,2026-03-16,2,C,14.04,12.89,10,"{""AIFS"": 13.21, ""GEM15"": 13.04, ""GFS"": 12.84, ""ICON"": 13.42, ""IFS"": 12.33, ""IFS-HR"": 12.33, ""ARPEGE"": 11.92, ""NEMS"": 12.7, ""NEMS2"": 14.04, ""UKMO"": 13.12}",17.0,2.96,exact,0.98,0.943,0.02,88473187905427680400215426457519294247617392228700046273057173925653933152487,2357550380356080219286583153465020785994009114806556772250522215726857763362,1.02,2.96,20.487,5.0,5.102,0.784,0.999,0.999,0.95,23,2026-03-16T17:08:08.710848,WIN,EXPIRED_WIN,2026-03-17T02:14:17.875068,1.0,0.102,2.04,0
52,2026-03-14T06:48:45.912963,Tel Aviv,0xf7f2da4f47fc796f025a80fad8773491cf951a9dca91b683efe3d48a997c36a3,Will the highest temperature in Tel Aviv be 23°C or higher on March 16?,2026-03-16,2,C,20.16,18.66,10,"{""AIFS"": 18.76, ""GEM15"": 20.16, ""GFS"": 17.73, ""ICON"": 19.13, ""IFS"": 18.68, ""IFS-HR"": 18.91, ""ARPEGE"": 19.12, ""NEMS"": 17.91, ""NEMS2"": 17.71, ""UKMO"": 18.49}",23.0,2.84,above_equal,0.97,0.76,0.03,12652658586869103000930763639819878794615476889569124750969991378864431742366,13255172526343003434076240350846776758205356738648585962133375554704804909330,1.55,2.84,19.417,5.0,5.1546,0.776,0.999,0.999,0.92,27,2026-03-16T19:13:40.163529,WIN,EXPIRED_WIN,2026-03-17T02:14:17.504680,1.0,0.1546,3.09,1
55,2026-03-14T14:18:06.046304,Munich,0x0a4048b9a2d9bf137831604dd9e0ac42015b033703ef3c03bae8a791b924b606,Will the highest temperature in Munich be 13°C or higher on March 16?,2026-03-16,2,C,9.92,7.72,10,"{""AIFS"": 6.8, ""GEM15"": 7.6, ""GFS"": 6.51, ""ICON"": 6.26, ""IFS"": 7.77, ""IFS-HR"": 7.94, ""ARPEGE"": 6.4, ""NEMS"": 9.92, ""NEMS2"": 9.63, ""UKMO"": 8.4}",13.0,3.08,above_equal,0.993,0.99,0.007,106580193748277938943207015149459518848968246521853388091245815499741980813329,83884651186711783671012778884577348476758073062815963630255199468007371665709,0.35,3.08,20.267,5.0,5.0352,0.7944,0.999,0.999,0.95,24,2026-03-16T19:13:38.138662,WIN,EXPIRED_WIN,2026-03-17T02:14:17.336909,1.0,0.0352,0.7,0
57,2026-03-14T21:36:33.763586,Lucknow,0xf50ecadd30f6c7b1fbbac33523d177512df8b5169c652f95723ff6c5c74bfe4b,Will the highest temperature in Lucknow be 41°C or higher on March 16?,2026-03-16,2,C,37.29,33.19,10,"{""AIFS"": 33.59, ""GEM15"": 28.54, ""GFS"": 36.45, ""ICON"": 27.65, ""IFS"": 33.21, ""IFS-HR"": 34.05, ""ARPEGE"": 32.18, ""NEMS"": 37.29, ""NEMS2"": 34.5, ""UKMO"": 34.46}",41.0,3.71,above_equal,0.994,0.992,0.006,42409034816358598718397595947453999483375113698450059260779729959947048872138,60173793084915026037754307751738722928596971147720507534314503362800350305938,0.3,3.71,20.167,5.0,5.0302,0.7952,0.999,0.999,0.993,20,2026-03-16T19:13:36.136598,WIN,EXPIRED_WIN,2026-03-17T02:14:16.347571,1.0,0.0302,0.6,0
58,2026-03-14T21:37:14.185615,Shanghai,0x437132b840d0a5cf353e930c91d3fd8908e91eaf352d3cd1898a874dd55cdc57,Will the highest temperature in Shanghai be 15°C or higher on March 16?,2026-03-16,2,C,13.38,12.22,10,"{""AIFS"": 11.28, ""GEM15"": 13.15, ""GFS"": 10.77, ""ICON"": 13.02, ""IFS"": 12.54, ""IFS-HR"": 12.84, ""ARPEGE"": 10.64, ""NEMS"": 13.04, ""NEMS2"": 13.38, ""UKMO"": 11.57}",15.0,1.62,above_equal,0.975,0.959,0.025,87363501312321078595802880473394538829102927469863954220262604175409591129043,64467685263346958858784477106517310505749456663092721280938598397920315152384,1.28,1.62,2.88,5.0,5.1282,0.78,0.999,0.999,0.96,19,2026-03-16T17:08:06.743739,WIN,EXPIRED_WIN,2026-03-17T02:14:14.356089,1.0,0.1282,2.56,0
67,2026-03-15T03:32:41.205835,Lucknow,0x9f9b4aa80846330d163a5dbd3a9a08c8189aef232f36ad088c247597c03ffcdc,Will the highest temperature in Lucknow be 39°C on March 16?,2026-03-16,1,C,37.29,33.14,10,"{""AIFS"": 33.59, ""GEM15"": 28.54, ""GFS"": 36.45, ""ICON"": 27.65, ""IFS"": 33.21, ""IFS-HR"": 34.05, ""ARPEGE"": 32.18, ""NEMS"": 37.29, ""NEMS2"": 33.99, ""UKMO"": 34.46}",39.0,1.71,exact,0.995,0.99,0.005,19637011298474077445369532002480739563761565337345946746329236299182885162107,21873560803810323041025694272652503414866770364530881448069070676394043879771,0.5,1.71,-6.2,5.0,5.0251,0.8458,0.999,0.999,0.986,18,2026-03-16T19:13:27.173658,WIN,EXPIRED_WIN,2026-03-17T02:14:06.139824,1.0,0.0251,0.5,0
80,2026-03-15T18:54:34.530827,Tokyo,0xccf4df4c7e5a2e226ba5eb661596492d4df373276262a42433de76f89e254cf5,Will the highest temperature in Tokyo be 16°C on March 16?,2026-03-16,1,C,13.5,12.29,10,"{""AIFS"": 13.5, ""GEM15"": 10.4, ""GFS"": 10.31, ""ICON"": 13.28, ""IFS"": 12.97, ""IFS-HR"": 13.02, ""ARPEGE"": 12.35, ""NEMS"": 12.08, ""NEMS2"": 13.12, ""UKMO"": 11.84}",16.0,2.5,exact,0.994,0.989,0.006,26024662132814246919363868583795509160121493692693238089034537807668645852622,74022954415461084267771406306473116573095816429304720030265692666380901224177,0.6,2.5,13.483,5.0,5.0302,0.8449,0.999,0.999,0.98,10,2026-03-16T17:07:50.706448,WIN,EXPIRED_WIN,2026-03-17T02:14:03.339438,1.0,0.0302,0.6,0
81,2026-03-15T18:54:47.788103,Singapore,0xf983a7bd4a332c2c5e5af8cb358ca631accab9b526e30640dbecaa7fceb6745b,Will the highest temperature in Singapore be 34°C on March 16?,2026-03-16,1,C,32.21,30.22,10,"{""AIFS"": 31.16, ""GEM15"": 31.25, ""GFS"": 30.29, ""ICON"": 31.57, ""IFS"": 31.63, ""IFS-HR"": 31.36, ""ARPEGE"": 32.21, ""NEMS"": 25.94, ""NEMS2"": 27.08, ""UKMO"": 29.7}",34.0,1.79,exact,0.979,0.974,0.021,15173208759646476495381615611584098559707376097216566120965934683024695161757,20211935455415273927215210552326712796665369941834577288181228940474871408550,2.15,1.79,1.067,5.0,5.1073,0.8321,0.999,0.999,0.968,10,2026-03-16T17:07:49.707090,WIN,EXPIRED_WIN,2026-03-17T02:14:02.963540,1.0,0.1073,2.15,0
79,2026-03-15T18:54:07.293118,Munich,0xf0527685b976d3f0adf2c58d6476e90ffa46b26679105f8dfac64983708893a4,Will the highest temperature in Munich be 12°C on March 16?,2026-03-16,1,C,10.31,8.33,10,"{""AIFS"": 7.97, ""GEM15"": 8.28, ""GFS"": 6.89, ""ICON"": 8.99, ""IFS"": 8.21, ""IFS-HR"": 7.5, ""ARPEGE"": 6.83, ""NEMS"": 10.31, ""NEMS2"": 9.7, ""UKMO"": 8.58}",12.0,1.69,exact,0.985,0.982,0.015,27838332813563320129691954813887125673152853743159609637838659833340330432950,37915205368628085981738127442135658961029115949866387091442319241705490054921,1.52,1.69,3.703,5.0,5.0761,0.8372,0.999,0.999,0.983,11,2026-03-16T19:13:20.130496,WIN,EXPIRED_WIN,2026-03-17T02:14:02.767889,1.0,0.0761,1.52,0
90,2026-03-16T01:02:53.236444,Toronto,0x39036d6412b1257a7ee7fced7b42f086fc811bebe4cfc9b7b18cca8118ddd281,Will the highest temperature in Toronto be 4°C or higher on March 18?,2026-03-18,2,C,-6.25,-7.86,12,"{""AIFS"": -8.13, ""GEM15"": -8.91, ""GFS"": -9.21, ""ICON"": -7.62, ""IFS"": -7.14, ""IFS-HR"": -6.67, ""ARPEGE"": -7.03, ""NAM12"": -6.92, ""NBM"": -6.25, ""NEMS"": -9.67, ""NEMS2"": -10.32, ""UKMO"": -6.44}",4.0,10.25,above_equal,0.95,0.89,0.05,107808797183171129006894158333300550647622621110369843894652702693182724752040,48929505304067904393421939991847389227480274803219267655905478563496774400367,2.63,10.25,117.747,5.0,5.2632,0.8075,0.78,0.95,0.78,2,2026-03-16T02:56:13.285907,LOSS,STOP,2026-03-16T02:56:13.287237,0.78,-0.8947,-17.89,1
24,2026-03-13T12:56:31.378936,Ankara,0x5f96443971a6b636ea036b79aeeeb401adebdb1bdc79dca0439e140fcc69a318,Will the highest temperature in Ankara be 16°C or higher on March 15?,2026-03-15,2,C,13.92,12.37,10,"{""AIFS"": 10.68, ""GEM15"": 13.18, ""GFS"": 12.93, ""ICON"": 11.94, ""IFS"": 13.03, ""IFS-HR"": 12.44, ""ARPEGE"": 12.1, ""NEMS"": 13.92, ""NEMS2"": 13.68, ""UKMO"": 9.75}",16.0,2.08,above_equal,0.986,0.962,0.014,68622004140603762356859742689607091755432203909600756038362586414466320903372,31668498158117650427297603524210648970293767282464860430512933650890850657512,0.71,2.08,7.193,5.0,5.071,0.7888,0.999,0.999,0.932,25,2026-03-15T21:34:28.760034,WIN,EXPIRED_WIN,2026-03-16T00:59:44.111410,1.0,0.071,1.42,0
25,2026-03-13T12:58:39.938062,Wellington,0x054403f08b98dd40059a3f4b8926f9a7414b7b5a9e57ac35ad68cc3a623a4d99,Will the highest temperature in Wellington be 21°C or higher on March 15?,2026-03-15,2,C,19.21,17.94,10,"{""AIFS"": 17.84, ""GEM15"": 17.69, ""GFS"": 18.16, ""ICON"": 18.43, ""IFS"": 18.67, ""IFS-HR"": 18.56, ""ARPEGE"": 19.07, ""NEMS"": 16.18, ""NEMS2"": 15.62, ""UKMO"": 19.21}",21.0,1.79,above_equal,0.68,0.61,0.32,50733865040352317870628634655138394878019093948552955096844813701051919256209,109053644515179580633214963972351337037362204496388980842627975295392258210339,23.53,1.79,26.797,5.0,7.3529,0.544,0.999,0.999,0.65,21,2026-03-15T13:06:54.733207,WIN,EXPIRED_WIN,2026-03-16T00:59:43.542914,1.0,2.3529,47.06,0
26,2026-03-13T12:58:55.711102,Paris,0xb0545cafc0dc549f9745bddd463d1a41cd477999b66ac9fd1690647eeeaab41e,Will the highest temperature in Paris be 16°C or higher on March 15?,2026-03-15,2,C,12.51,11.42,10,"{""AIFS"": 11.36, ""GEM15"": 10.41, ""GFS"": 11.78, ""ICON"": 12.05, ""IFS"": 11.53, ""IFS-HR"": 12.08, ""ARPEGE"": 10.83, ""NEMS"": 11.07, ""NEMS2"": 10.61, ""UKMO"": 12.51}",16.0,3.49,above_equal,0.99,0.964,0.01,61133202936364183654556685516666032831735077181196355920245751635678203807441,40441279941287935396533859036376304027082749553452363859193659570633493564212,0.51,3.49,27.043,5.0,5.0505,0.792,0.999,0.999,0.963,25,2026-03-15T21:34:26.756325,WIN,EXPIRED_WIN,2026-03-16T00:59:42.955503,1.0,0.0505,1.01,0
27,2026-03-13T13:00:20.491903,Singapore,0xbc0e70a24550c618b0380e1588c037240e230dfd42ef6f06376baa3370db568c,Will the highest temperature in Singapore be 34°C or higher on March 15?,2026-03-15,2,C,32.37,29.52,10,"{""AIFS"": 29.55, ""GEM15"": 31.33, ""GFS"": 29.37, ""ICON"": 31.59, ""IFS"": 29.18, ""IFS-HR"": 29.07, ""ARPEGE"": 32.37, ""NEMS"": 25.79, ""NEMS2"": 26.71, ""UKMO"": 30.26}",34.0,1.63,above_equal,0.98,0.94,0.02,62314781909203250939476275804202862503603912781921291122150715340852306116511,94195043575128266712051786177194822390357510145391770915335694986653766499077,1.02,1.63,-2.047,5.0,5.102,0.784,0.999,0.999,0.94,24,2026-03-15T18:50:09.092060,WIN,EXPIRED_WIN,2026-03-16T00:59:42.361753,1.0,0.102,2.04,0
28,2026-03-13T13:00:32.448473,Tel Aviv,0xb6053d00e4e3567ee36ab34fadbcf8a623018c6afd7173ae17e103c92b136cb0,Will the highest temperature in Tel Aviv be 21°C or higher on March 15?,2026-03-15,2,C,19.38,17.79,10,"{""AIFS"": 17.93, ""GEM15"": 18.01, ""GFS"": 16.61, ""ICON"": 18.67, ""IFS"": 18.94, ""IFS-HR"": 18.88, ""ARPEGE"": 19.38, ""NEMS"": 15.77, ""NEMS2"": 15.6, ""UKMO"": 18.11}",21.0,1.62,above_equal,0.97,0.85,0.03,68925389264860000644163957881088166309754233806003612967842087595753148750047,63087551823191257797577583387090285611826342585975470389223052408039112311297,1.55,1.62,1.8,5.0,5.1546,0.776,0.998,0.998,0.85,25,2026-03-15T21:34:24.779438,WIN,EXPIRED_WIN,2026-03-16T00:59:41.774263,1.0,0.1546,3.09,1
29,2026-03-13T15:42:02.953124,Miami,0xd3cd20b0c53dbf5d959a56f75310a717a7f8c31bb67a3313d53aef605ce42cd9,Will the highest temperature in Miami be 90°F or higher on March 15?,2026-03-15,2,F,85.15,79.68,13,"{""NAM3"": 73.81, ""AIFS"": 80.64, ""GEM15"": 80.29, ""GFS"": 85.15, ""ICON"": 77.84, ""IFS"": 81.01, ""IFS-HR"": 78.14, ""ARPEGE"": 81.26, ""NAM12"": 77.7, ""NBM"": 80.44, ""NEMS"": 80.38, ""NEMS2"": 82.29, ""UKMO"": 76.93}",90.0,4.85,above_equal,0.995,0.99,0.005,72394107721034803189419582064733859367380719573809354165148465921281419746823,57423524440404491431276481137948485961833211097278468847822186488277480088462,0.25,4.85,7.676,5.0,5.0251,0.796,0.999,0.999,0.989,24,2026-03-15T21:34:23.757933,WIN,EXPIRED_WIN,2026-03-16T00:59:41.111657,1.0,0.0251,0.5,0
30,2026-03-13T15:43:28.870872,Seattle,0xcc110beabcd8ee3cbfdaba27a4975dd337aabe52f8d211f2afe62310395ffa3e,Will the highest temperature in Seattle be 54°F or higher on March 15?,2026-03-15,2,F,48.72,43.27,13,"{""NAM3"": 37.8, ""AIFS"": 43.19, ""GEM15"": 40.58, ""GFS"": 42.87, ""ICON"": 44.12, ""IFS"": 42.13, ""IFS-HR"": 43.5, ""ARPEGE"": 43.43, ""NAM12"": 48.72, ""NBM"": 45.67, ""NEMS"": 43.54, ""NEMS2"": 40.98, ""UKMO"": 45.93}",54.0,5.28,above_equal,0.995,0.994,0.005,79089768981825602751774913741817727756903138691278321941816290677275624439912,114672440562938539941231104343436469480347198691555048111270167139451987165108,0.25,5.28,11.411,5.0,5.0251,0.796,0.994,0.997,0.993,24,2026-03-15T21:34:22.763226,WIN,EXPIRED_WIN,2026-03-16T00:59:40.566620,1.0,0.0251,0.5,0
